title,condition,transmission,make,model,year,location,price
Mercedes-Benz CLS 2009 Black,local used,automatic,,,,Ilorin South,"₦ 6,500,000"
Mercedes-Benz CLS 2013 Black,local used,automatic,,,,Ilorin South,"₦ 17,900,000"
Lexus RX 350 2012 Gray,local used,automatic,Lexus,RX,,Ogba,"₦ 15,600,000"
Honda CR-V 2.4 2008 Blue,local used,automatic,Honda,CR-V,,Ikeja,"₦ 6,800,000"
Toyota RAV4 XLE 4dr SUV AWD (2.5L 4cyl 6A) 2015 Black,foreign used,automatic,Toyota,RAV4,,Ikeja,"₦ 26,500,000"
Mercedes-Benz GLA 250 2017 White,foreign used,automatic,,,,Mabushi,"₦ 28,000,000"
Honda Pilot 2007 Red,foreign used,automatic,Honda,Pilot,2007,Amuwo-Odofin,"₦ 15,187,500"
Honda Accord 2008 Burgandy,local used,automatic,Honda,Accord,2008,Ikotun/Igando,"₦ 4,576,000"
Mercedes-Benz C230 2001 Black,local used,automatic,,,,Port-Harcourt,"₦ 4,290,000"
Honda CR-V 2008 Black,local used,automatic,Honda,CR-V,2008,Surulere,"₦ 7,560,000"
Honda Accord 2009 Blue,local used,automatic,Honda,Accord,2009,Ikorodu,"₦ 5,940,000"
Peugeot 207 2007 Blue,local used,manual,Peugeot,207,2007,Garki 2,"₦ 3,850,000"
Toyota RAV4 1999 Red,local used,automatic,Toyota,RAV4,1999,Ilorin South,"₦ 2,500,000"
Hyundai Sonata 2011 Gray,local used,automatic,Hyundai,Sonata,2011,Ilorin South,"₦ 7,300,000"
Mercedes-Benz Vaneo 2002 Blue,foreign used,manual,,,,Ilorin South,"₦ 4,900,000"
Volkswagen Beetle 1968 Blue,local used,manual,Volkswagen,Beetle,1968,Ilorin South,"₦ 3,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,foreign used,automatic,Toyota,Camry,,Ikeja,"₦ 16,000,000"
Lexus RX 350 AWD 2012 Gray,local used,automatic,Lexus,RX,,Ogba,"₦ 15,600,000"
Mercedes-Benz C300 Base C300 RWD Sedan 2019 Black,foreign used,automatic,,,,Ikeja,"₦ 35,000,000"
Hyundai Accent GLS 4dr Sedan (1.6L 4cyl 6A) 2014,foreign used,automatic,Hyundai,Accent,,Ikeja,"₦ 13,000,000"
Toyota Corolla 2010 Silver,local used,automatic,Toyota,Corolla,2010,Jahi,"₦ 8,300,000"
Lexus RX 2002 Silver,local used,automatic,Lexus,RX,2002,Alimosho,"₦ 4,800,000"
Land Rover Range Rover Sport Supercharged 4x4 (4.2L 8cyl 6A) 2006 Brown,local used,automatic,Land,Rover,,Port-Harcourt,"₦ 9,000,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2014 Silver,foreign used,automatic,Toyota,Avalon,,Central Business District,"₦ 19,999,999"
Toyota Highlander 2004 Green,local used,automatic,Toyota,Highlander,2004,Abule Egba,"₦ 4,350,000"
Mazda 6 2.3 Sporty Lux 2008 Silver,local used,automatic,Mazda,6,,Ikotun/Igando,"₦ 2,600,000"
Toyota Highlander V6 FWD 2003 Red,local used,automatic,Toyota,Highlander,,Ojo,"₦ 5,500,000"
Lexus RX 300 2003 Black,local used,automatic,Lexus,RX,,Benin City,"₦ 3,800,000"
Honda Accord 2.0 Sport 2008 Black,local used,automatic,Honda,Accord,,Agege,"₦ 5,500,000"
Honda Accord 2010 Black,local used,automatic,Honda,Accord,2010,Kosofe,"₦ 5,568,750"
Infiniti QX50 2016 Silver,foreign used,automatic,Infiniti,QX50,2016,Ajah,"₦ 27,500,000"
Honda Ridgeline RTL 2007 Silver,local used,automatic,Honda,Ridgeline,,Lekki,"₦ 8,100,000"
Peugeot 407 2002 Silver,local used,automatic,Peugeot,407,2002,Kosofe,"₦ 4,180,000"
Toyota Highlander 2001 Black,local used,automatic,Toyota,Highlander,2001,Onitsha,"₦ 5,170,000"
Honda Accord 2.4 EX-L Automatic 2008 Gray,local used,automatic,Honda,Accord,,Lekki,"₦ 6,480,000"
Honda Civic 2007 Gold,local used,automatic,Honda,Civic,2007,Ogudu,"₦ 7,560,000"
Peugeot 307 2000 Blue,local used,manual,Peugeot,307,2000,Ogudu,"₦ 1,980,000"
Mitsubishi L200 2013 White,local used,manual,Mitsubishi,L200,2013,Gwagwalada,"₦ 7,800,000"
Hyundai Sonata 2.4 2005 Silver,local used,manual,Hyundai,Sonata,,Ojodu,"₦ 4,730,000"
Audi A6 2004 Black,foreign used,automatic,Audi,A6,2004,Lugbe District,"₦ 4,730,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015 Silver,foreign used,automatic,,,,Abule Egba,"₦ 26,500,000"
Toyota Corolla 2007 Gold,local used,,Toyota,Corolla,2007,Jahi,"₦ 5,800,000"
Mercedes-Benz CLA-Class 2014 Silver,foreign used,automatic,,,,Ogba,"₦ 17,500,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 Gray,local used,automatic,Toyota,RAV4,,Ogba,"₦ 14,700,000"
Toyota Corolla Verso 2004 Silver,local used,automatic,Toyota,Corolla,,Alimosho,"₦ 4,500,000"
Toyota Camry 1999 Gray,local used,automatic,Toyota,Camry,1999,Gwarinpa,"₦ 3,796,875"
Land Rover Range Rover 2006 Silver,local used,automatic,Land,Rover,,Isolo,"₦ 4,950,000"
Honda Civic 2006 Gold,local used,automatic,Honda,Civic,2006,Ogudu,"₦ 3,740,000"
Rover Land 2010 Black,local used,,Rover,Land,2010,Port-Harcourt,"₦ 8,800,000"
Kia Rondo 2009 Silver,local used,automatic,Kia,Rondo,2009,Isolo,"₦ 4,620,000"
Mercedes-Benz C180 2001 Black,local used,automatic,,,,Ibadan,"₦ 3,300,000"
Honda Civic 2008 Gold,local used,automatic,Honda,Civic,2008,Lugbe District,"₦ 5,400,000"
Honda Accord 2007 Gray,local used,automatic,Honda,Accord,2007,Ibadan,"₦ 3,300,000"
Honda Accord 2007 Black,local used,automatic,Honda,Accord,2007,Ilorin South,"₦ 2,950,000"
Hyundai Elantra 2009 Green,local used,automatic,Hyundai,Elantra,2009,Ilorin South,"₦ 3,800,000"
Toyota Camry 2014 Green,foreign used,automatic,Toyota,Camry,2014,Ilorin South,"₦ 14,900,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2016 Gray,local used,automatic,Toyota,Corolla,,Ogba,"₦ 12,500,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Silver,foreign used,automatic,Toyota,Highlander,,Abule Egba,"₦ 32,500,000"
Honda Accord EX-L V-6 4dr Sedan FWD (3.5L 6cyl 6A) 2013 White,local used,automatic,Honda,Accord,,Surulere,"₦ 12,200,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,foreign used,automatic,Toyota,Camry,,Ikeja,"₦ 11,000,000"
Lexus NX 200t FWD 2017 Gray,foreign used,automatic,Lexus,NX,,Ojodu,"₦ 34,800,000"
Honda Accord 2009 Black,local used,automatic,Honda,Accord,2009,Ogba,"₦ 4,840,000"
Volkswagen Golf 1996 Blue,local used,automatic,Volkswagen,Golf,1996,Ibadan,"₦ 1,870,000"
Honda Accord 2007 Gray,local used,automatic,Honda,Accord,2007,Yaba,"₦ 3,256,000"
Honda Accord 2005 Green,local used,automatic,Honda,Accord,2005,Ikeja,"₦ 2,915,000"
Honda Accord 2.4 Type S Automatic 2005 Black,local used,automatic,Honda,Accord,,Ojodu,"₦ 3,025,000"
Kia Sorento 2003 Black,local used,automatic,Kia,Sorento,2003,Ikoyi,"₦ 2,970,000"
Honda Accord Crosstour 2010 Silver,local used,automatic,Honda,Accord,,Lugbe District,"₦ 6,446,000"
Lexus ES 350 2009 Black,local used,automatic,Lexus,ES,,Warri,"₦ 8,300,000"
Mercedes-Benz C230 2004 Gray,local used,automatic,,,,Ilorin South,"₦ 3,800,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2006 Gold,local used,automatic,Toyota,Camry,,Ilorin South,"₦ 4,500,000"
Toyota Avanza 2007 Blue,local used,automatic,Toyota,Avanza,2007,Ilorin South,"₦ 5,900,000"
Volkswagen Golf 2001 Silver,local used,automatic,Volkswagen,Golf,2001,Ilorin South,"₦ 2,200,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,local used,automatic,Toyota,Camry,,Ikeja,"₦ 7,900,000"
Lexus RX 330 2006 Silver,foreign used,automatic,Lexus,RX,,Ikeja,"₦ 13,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,foreign used,automatic,,,,Mabushi,"₦ 31,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Black,foreign used,automatic,,,,Mabushi,"₦ 93,000,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr 4x2 (3.5L 6cyl 7A) 2015 Black,foreign used,automatic,,,,Apapa,"₦ 24,500,000"
Toyota Corolla 2003 Gray,local used,automatic,Toyota,Corolla,2003,Ibadan,"₦ 6,960,937"
Toyota Camry 2004 Black,local used,automatic,Toyota,Camry,2004,Ikeja,"₦ 5,315,625"
Lexus RX 2009 Silver,local used,automatic,Lexus,RX,2009,Lugbe District,"₦ 9,800,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 Gray,local used,automatic,Toyota,RAV4,,Ikeja,"₦ 15,200,000"
Honda Accord 2010 Red,local used,automatic,Honda,Accord,2010,Port-Harcourt,"₦ 7,593,750"
Ford Edge 2009 Beige,local used,automatic,Ford,Edge,2009,Enugu,"₦ 7,020,000"
Honda Accord 2003 Silver,local used,automatic,Honda,Accord,2003,Alimosho,"₦ 3,780,000"
Hyundai Elantra 2.0 2009 Black,local used,automatic,Hyundai,Elantra,,Uyo,"₦ 3,300,000"
Honda Civic 2008 Black,local used,automatic,Honda,Civic,2008,Surulere,"₦ 4,400,000"
Toyota Highlander 2013 Gray,local used,automatic,Toyota,Highlander,2013,Ilorin South,"₦ 15,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Gray,local used,automatic,Toyota,Camry,,Ilorin South,"₦ 5,600,000"
Toyota Sienna 2007 Gold,local used,automatic,Toyota,Sienna,2007,Ilorin South,"₦ 6,700,000"
Toyota Corolla S 2004 Blue,local used,automatic,Toyota,Corolla,,Ikeja,"₦ 6,100,000"
Acura MDX SH-AWD w/Technology Package 4dr SUV AWD (3.5L 6cyl 6A) 2015,foreign used,automatic,Acura,MDX,,Ikeja,"₦ 17,500,000"
Honda Civic 2006 Gold,local used,automatic,Honda,Civic,2006,Central Business District,"₦ 3,850,000"
Toyota Highlander 2001 Silver,local used,automatic,Toyota,Highlander,2001,Onitsha,"₦ 5,775,000"
Honda Pilot 2005 Gray,local used,automatic,Honda,Pilot,2005,Karu,"₦ 5,400,000"
Honda CR-V 2002 Red,local used,automatic,Honda,CR-V,2002,Abeokuta North,"₦ 2,750,000"
Toyota Sienna 1999 Blue,local used,automatic,Toyota,Sienna,1999,Abeokuta North,"₦ 3,080,000"
Peugeot 307 2007 White,local used,manual,Peugeot,307,2007,Gudu,"₦ 3,520,000"
Toyota Yaris 1.5 2000 Silver,local used,automatic,Toyota,Yaris,,Ilorin South,"₦ 5,200,000"
Lexus RX 2015 Blue,local used,automatic,Lexus,RX,2015,Ilorin South,"₦ 15,900,000"
Ford Edge 2011 Black,local used,automatic,Ford,Edge,2011,Ilorin South,"₦ 4,500,000"
Hyundai Sonata Limited 4dr Sedan (2.0L 4cyl Turbo 6A) 2014 Silver,foreign used,automatic,Hyundai,Sonata,,Amuwo-Odofin,"₦ 18,000,000"
International 4700 2002 Black,foreign used,automatic,International,4700,2002,Amuwo-Odofin,"₦ 140,000,000"
Toyota Highlander Limited 2012 Silver,local used,automatic,Toyota,Highlander,,Ogba,"₦ 12,950,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,foreign used,automatic,,,,Ikeja,"₦ 33,500,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2019 Gold,foreign used,automatic,,,,Ikeja,"₦ 98,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 White,foreign used,automatic,,,,Ikeja,"₦ 27,000,000"
Volkswagen Tiguan 2010 Black,local used,automatic,Volkswagen,Tiguan,2010,Ikorodu,"₦ 6,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,local used,automatic,Toyota,Corolla,,Kurudu,"₦ 8,000,000"
Hyundai Elantra GLS Sedan FWD (1.8L 4cyl 6A) 2013 Silver,foreign used,automatic,Hyundai,Elantra,,Zuba,"₦ 13,500,000"
Peugeot 406 2004 Burgundy,local used,manual,Peugeot,406,2004,Nyanya,"₦ 1,650,000"
Peugeot 508 2017 Black,local used,automatic,Peugeot,508,2017,Gwarinpa,"₦ 15,000,000"
Toyota Camry LE 2022 Black,foreign used,automatic,Toyota,Camry,,Central Business District,"₦ 36,500,000"
Mercedes-Benz S-Class S 320 L (V220) 2002 Blue,foreign used,automatic,,,,Ipaja,"₦ 8,500,000"
Honda Accord 2.0 Comfort Automatic 2006 Gray,local used,automatic,Honda,Accord,,Port-Harcourt,"₦ 4,303,125"
Honda Accord 2006 Blue,local used,automatic,Honda,Accord,2006,Surulere,"₦ 3,190,000"
Honda Ridgeline 2007 Green,local used,automatic,Honda,Ridgeline,2007,Garki 2,"₦ 6,490,000"
Hyundai Accent 2008 Burgandy,local used,automatic,Hyundai,Accent,2008,Akure,"₦ 4,400,000"
Jeep Commander 2006 Silver,foreign used,automatic,Jeep,Commander,2006,Amuwo-Odofin,"₦ 5,500,000"
Ford Edge 2009 Black,local used,automatic,Ford,Edge,2009,Ikeja,"₦ 6,480,000"
Infiniti FX35 2005 Orange,local used,automatic,Infiniti,FX35,2005,Lugbe District,"₦ 3,454,000"
Chevrolet Cruze 2017 Black,local used,automatic,Chevrolet,Cruze,2017,Yaba,"₦ 8,800,000"
Peugeot 508 2022 Blue,local used,automatic,Peugeot,508,2022,Ikorodu,"₦ 25,300,000"
Lexus ES 2006 Black,local used,automatic,Lexus,ES,2006,Ilorin South,"₦ 9,000,000"
Mercedes-Benz 300E 1995 Silver,local used,automatic,,,,Ilorin South,"₦ 2,200,000"
Bentley Continental 2021 Black,foreign used,automatic,Bentley,Continental,2021,Ikeja,"₦ 500,000,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,foreign used,automatic,Toyota,Camry,,Ikeja,"₦ 10,800,000"
Toyota RAV4 2.4 2008 Silver,local used,automatic,Toyota,RAV4,,Ikeja,"₦ 7,900,000"
Toyota Land Cruiser Prado 4.0 i 2011 Silver,foreign used,automatic,Toyota,Land,,Ikeja,"₦ 48,000,000"
Toyota Highlander Limited Platinum 4dr SUV (3.5L 6cyl 6A) 2015 Black,local used,automatic,Toyota,Highlander,,Ikeja,"₦ 26,500,000"
Lexus RX 300 2002 Green,local used,automatic,Lexus,RX,,Agege,"₦ 4,200,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,local used,automatic,Toyota,Camry,,Kubwa,"₦ 10,700,000"
Toyota 4-Runner 1999 Silver,local used,automatic,Toyota,4-Runner,1999,Isolo,"₦ 4,809,375"
Honda Civic 2002 Black,local used,automatic,Honda,Civic,2002,Asokoro,"₦ 2,266,000"
Honda Accord 2008 Gray,local used,automatic,Honda,Accord,2008,Oshimili South,"₦ 4,400,000"
Hyundai Accent 2008 Black,local used,manual,Hyundai,Accent,2008,Ibadan,"₦ 2,860,000"
Honda Civic 1.8 Sedan EX Automatic 2007 Silver,local used,automatic,Honda,Civic,,Ojodu,"₦ 3,300,000"
Peugeot 206 2001 Silver,foreign used,automatic,Peugeot,206,2001,Lugbe District,"₦ 6,600,000"
Honda Civic 1.8 EX Automatic 2008 Gray,local used,automatic,Honda,Civic,,Ojodu,"₦ 4,341,600"
Honda Pilot 2010 Black,local used,automatic,Honda,Pilot,2010,Surulere,"₦ 12,960,000"
Ford Escape 2009 Gray,local used,automatic,Ford,Escape,2009,Ikorodu,"₦ 3,960,000"
Mitsubishi Pajero 2009 Black,local used,automatic,Mitsubishi,Pajero,2009,Surulere,"₦ 13,200,000"
Ford Excursion 2000 Red,foreign used,automatic,Ford,Excursion,2000,Isolo,"₦ 16,500,000"
Nissan X-Trail 2010 Black,local used,automatic,Nissan,X-Trail,2010,Ilorin South,"₦ 5,500,000"
Toyota Camry 2008 Gray,local used,automatic,Toyota,Camry,2008,Ilorin South,"₦ 5,900,000"
Volkswagen Golf 1999 Blue,local used,manual,Volkswagen,Golf,1999,Ilorin South,"₦ 2,100,000"
Dodge Caliber 1.8 L SE 2007 Red,local used,automatic,Dodge,Caliber,,Ilorin South,"₦ 3,800,000"
Toyota Camry Automatic 1999 Green,local used,automatic,Toyota,Camry,,Ilorin South,"₦ 2,500,000"
Lexus RX 350 2014 Black,foreign used,automatic,Lexus,RX,,Jabi,"₦ 27,400,000"
Mercedes-Benz M Class 2015 Burgundy,foreign used,automatic,,,,Mabushi,"₦ 28,800,000"
Lexus GX 460 Luxury 2014 Gray,foreign used,automatic,Lexus,GX,,Mabushi,"₦ 43,500,000"
Honda Accord 2007 Blue,local used,automatic,Honda,Accord,2007,Ikeja,"₦ 4,104,000"
Honda Accord 2008 Black,local used,automatic,Honda,Accord,2008,Jabi,"₦ 5,940,000"
Honda Accord 2008 Gold,local used,automatic,Honda,Accord,2008,Asokoro,"₦ 7,020,000"
Honda Ridgeline 2008 Red,local used,automatic,Honda,Ridgeline,2008,Surulere,"₦ 10,800,000"
Honda CR-V 2004 Blue,local used,automatic,Honda,CR-V,2004,Ilorin South,"₦ 2,700,000"
Toyota Camry 2016 Black,foreign used,automatic,Toyota,Camry,2016,Jahi,"₦ 16,500,000"
Toyota Sienna XLE Woodland Edition 2022 White,foreign used,automatic,Toyota,Sienna,,Gwarinpa,"₦ 125,000,000"
Honda Accord 2.4 Type S 2006 White,local used,automatic,Honda,Accord,,Surulere,"₦ 4,500,000"
Honda Pilot 2009 Gray,local used,automatic,Honda,Pilot,2009,Ojodu,"₦ 10,757,812"
Nissan Rogue Sport 2020 White,foreign used,automatic,Nissan,Rogue,,Mushin,"₦ 28,600,000"
BMW 316Ti 2004 Blue,local used,manual,BMW,316Ti,2004,Lugbe District,"₦ 3,300,000"
Honda Element 2005 Red,local used,automatic,Honda,Element,2005,Ogba,"₦ 7,150,000"
Hyundai Azera 2008 Blue,local used,automatic,Hyundai,Azera,2008,Alimosho,"₦ 5,720,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Black,foreign used,automatic,Toyota,Camry,,Magodo,"₦ 17,599,999"
Nissan Versa 2014 Blue,local used,automatic,Nissan,Versa,2014,Ilorin South,"₦ 4,200,000"
Kia Rondo 2008 Gray,local used,automatic,Kia,Rondo,2008,Ilorin South,"₦ 4,500,000"
Lexus RX 350 2010 Blue,foreign used,automatic,Lexus,RX,,Ogba,"₦ 21,650,000"
Mercedes-Benz C300 2016 White,foreign used,automatic,,,,Ikeja,"₦ 25,500,000"
Ford Edge Titanium 4dr SUV AWD (2.0L 4cyl Turbo 6A) 2015 Silver,local used,automatic,Ford,Edge,,Ikeja,"₦ 13,500,000"
Honda Accord 2013 Silver,local used,automatic,Honda,Accord,2013,Yaba,"₦ 8,600,000"
Mazda MPV 2003 Silver,local used,automatic,Mazda,MPV,2003,Alimosho,"₦ 3,700,000"
Lexus RX 330 2006 Silver,local used,automatic,Lexus,RX,,Ajah,"₦ 6,700,000"
Honda Pilot 2009 Silver,local used,automatic,Honda,Pilot,2009,Enugu,"₦ 7,973,437"
Honda Odyssey 2009 Silver,local used,automatic,Honda,Odyssey,2009,Ibadan,"₦ 4,429,687"
Nissan Pathfinder 2010 Gray,local used,automatic,Nissan,Pathfinder,2010,Ajah,"₦ 4,950,000"
Hyundai Genesis 2009 Silver,foreign used,automatic,Hyundai,Genesis,2009,Lekki,"₦ 15,400,000"
Volvo V70 2001 Red,local used,automatic,Volvo,V70,2001,Asokoro,"₦ 2,750,000"
Honda Pilot 2006 Gold,local used,automatic,Honda,Pilot,2006,Ikorodu,"₦ 5,940,000"
Hyundai Santa Fe 2003 Gold,local used,automatic,Hyundai,Santa,,Port-Harcourt,"₦ 3,850,000"
Volvo S60 2012 Gray,local used,automatic,Volvo,S60,2012,Gudu,"₦ 9,350,000"
Toyota Camry 2000 Gray,local used,automatic,Toyota,Camry,2000,Garki 2,"₦ 2,808,000"
Nissan Pathfinder 2010 Blue,local used,automatic,Nissan,Pathfinder,2010,Isolo,"₦ 8,800,000"
Kia Borrego 2009 Black,local used,automatic,Kia,Borrego,2009,Yaba,"₦ 5,500,000"
New Toyota Land Cruiser 2023 Brown,new,manual,New,Toyota,,Muya,"₦ 135,000,000"
Pontiac Vibe 2008 Blue,local used,automatic,Pontiac,Vibe,2008,Ilorin South,"₦ 6,500,000"
Hyundai Sonata 2011 Silver,local used,automatic,Hyundai,Sonata,2011,Ilorin South,"₦ 7,700,000"
Honda Accord 2003 Gray,local used,automatic,Honda,Accord,2003,Ilorin South,"₦ 2,600,000"
Toyota Corolla 2009 Black,local used,automatic,Toyota,Corolla,2009,Ilorin South,"₦ 7,500,000"
Toyota Corolla S 2007 Silver,local used,automatic,Toyota,Corolla,,Ikeja,"₦ 7,050,000"
Hyundai Sonata Limited 2.0T 4dr Sedan (2.0L 4cyl Turbo 6A) 2015 White,foreign used,automatic,Hyundai,Sonata,,Mabushi,"₦ 14,600,000"
Mercedes-Benz GLE-Class GLE 350 2016 Silver,foreign used,automatic,,,,Mabushi,"₦ 41,000,000"
Toyota Land Cruiser Prado 2012 Black,local used,automatic,Toyota,Land,,Lekki,"₦ 31,500,000"
Honda Civic 2001 Gold,local used,automatic,Honda,Civic,2001,Jabi,"₦ 2,400,000"
Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2014 Blue,local used,automatic,Toyota,RAV4,,Ojodu,"₦ 15,992,437"
Toyota Camry 2005 Black,local used,automatic,Toyota,Camry,2005,Ikeja,"₦ 4,809,375"
Toyota Highlander 2001 Red,local used,automatic,Toyota,Highlander,2001,Umuahia,"₦ 6,328,125"
Honda Civic 1996 Red,local used,automatic,Honda,Civic,1996,Gwarinpa,"₦ 3,300,000"
Honda Civic 2007 Black,local used,automatic,Honda,Civic,2007,Lekki,"₦ 3,300,000"
Chrysler 300C 2005 Silver,local used,automatic,Chrysler,300C,2005,Kubwa,"₦ 6,600,000"
Toyota Sienna 2001 Beige,local used,automatic,Toyota,Sienna,2001,Yaba,"₦ 3,800,000"
Toyota RAV4 2001 Black,local used,automatic,Toyota,RAV4,2001,Ado Ekiti,"₦ 3,500,000"
Lexus RX 300 2001 Black,local used,automatic,Lexus,RX,,Osogbo,"₦ 4,700,000"
Lexus RX 350 2011 Red,local used,automatic,Lexus,RX,,Ikeja,"₦ 17,500,000"
Toyota Fortuner 2012 Black,foreign used,automatic,Toyota,Fortuner,2012,Surulere,"₦ 25,000,000"
BMW 740 2012 Black,local used,automatic,BMW,740,2012,Lekki,"₦ 12,500,000"
Hyundai Sonata Limited 2.0T Seban (2.0L 4cyl 6A) 2016 Black,foreign used,automatic,Hyundai,Sonata,,Garki 2,"₦ 13,500,000"
Honda CR-V 2003 Silver,local used,automatic,Honda,CR-V,2003,Ibadan,"₦ 4,104,000"
Honda Accord 2008 Black,local used,automatic,Honda,Accord,2008,Port-Harcourt,"₦ 3,630,000"
Honda CR-V 2007 Silver,local used,automatic,Honda,CR-V,2007,Lugbe District,"₦ 6,217,750"
Kia Ceed 2009 Gray,local used,manual,Kia,Ceed,2009,Abeokuta North,"₦ 3,080,000"
ZX Auto Grand Tiger 2016 White,foreign used,manual,ZX,Auto,,Ilorin South,"₦ 17,500,000"
Acura RL Sedan 2005 Gray,local used,automatic,Acura,RL,,Ilorin South,"₦ 2,700,000"
Nissan NP300 2000 White,local used,manual,Nissan,NP300,2000,Ilorin South,"₦ 6,000,000"
Toyota Corolla 2008 Silver,local used,automatic,Toyota,Corolla,2008,Ilorin South,"₦ 6,000,000"
Toyota Dyna 1999 Blue,local used,automatic,Toyota,Dyna,1999,Ilorin South,"₦ 6,700,000"
Ford Escape SE 2013 Black,local used,automatic,Ford,Escape,,Ilorin South,"₦ 7,900,000"
Lexus RX 330 2006,foreign used,automatic,Lexus,RX,,Ikeja,"₦ 13,000,000"
Lexus RX 330 2004,local used,automatic,Lexus,RX,,Ikeja,"₦ 10,000,000"
Mercedes-Benz GLC-Class 2018 Blue,foreign used,automatic,,,,Mabushi,"₦ 42,000,000"
Honda Civic 2006 Blue,local used,automatic,Honda,Civic,2006,Ibadan,"₦ 4,050,000"
Toyota RAV4 1997 Beige,local used,automatic,Toyota,RAV4,1997,Ibadan,"₦ 3,543,750"
Honda Accord 2008 Black,local used,automatic,Honda,Accord,2008,Jabi,"₦ 4,070,000"
Volvo XC90 2010 Blue,local used,automatic,Volvo,XC90,2010,Port-Harcourt,"₦ 7,150,000"
Honda CR-V 2004 Red,local used,automatic,Honda,CR-V,2004,Wuse,"₦ 4,860,000"
Honda Accord 2003 Black,local used,automatic,Honda,Accord,2003,Lekki,"₦ 3,080,000"
Honda Civic 2009 Black,local used,automatic,Honda,Civic,2009,Surulere,"₦ 3,850,000"
Honda CR-V 2007 Black,local used,automatic,Honda,CR-V,2007,Ibadan,"₦ 5,500,000"
Peugeot 307 2010 Black,local used,automatic,Peugeot,307,2010,Gudu,"₦ 5,500,000"
Volvo S80 2007 Green,local used,automatic,Volvo,S80,2007,Lekki,"₦ 6,500,000"
Peugeot 307 2004 Red,local used,automatic,Peugeot,307,2004,Ilorin South,"₦ 2,500,000"
BMW X1 2006 Gray,foreign used,automatic,BMW,X1,2006,Alimosho,"₦ 5,550,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2008 Black,foreign used,automatic,Toyota,Camry,,Amuwo-Odofin,"₦ 11,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,local used,automatic,Toyota,Camry,,Ikeja,"₦ 8,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2016 Blue,foreign used,automatic,Toyota,Camry,,Central Business District,"₦ 15,500,000"
Honda CR-V 2007 Black,local used,automatic,Honda,CR-V,2007,Ajah,"₦ 5,935,781"
Honda Civic 2007 Gray,local used,automatic,Honda,Civic,2007,Gudu,"₦ 5,940,000"
Honda Pilot 2005 Green,local used,automatic,Honda,Pilot,2005,Kubwa,"₦ 4,104,000"
